Track,Driver,Compound,TireAge,TrackTemp,AirTemp,Rainfall,LapTime_s
Australian Grand Prix,VER,INTERMEDIATE,8.0,19.1,15.9,0.0,96.83
Australian Grand Prix,VER,INTERMEDIATE,9.0,19.1,15.9,0.0,94.315
Australian Grand Prix,VER,INTERMEDIATE,10.0,19.1,15.9,0.0,92.65
Australian Grand Prix,VER,INTERMEDIATE,11.0,19.1,15.9,0.0,92.453
Australian Grand Prix,VER,INTERMEDIATE,12.0,19.3,16.0,0.0,91.591
Australian Grand Prix,VER,INTERMEDIATE,13.0,19.3,15.9,0.0,91.271
Australian Grand Prix,VER,INTERMEDIATE,14.0,19.3,16.0,1.0,90.639
Australian Grand Prix,VER,INTERMEDIATE,15.0,19.3,16.0,1.0,90.328
Australian Grand Prix,VER,INTERMEDIATE,16.0,19.3,16.0,1.0,90.592
Australian Grand Prix,VER,INTERMEDIATE,17.0,19.3,16.0,1.0,93.392
Australian Grand Prix,VER,INTERMEDIATE,18.0,19.4,16.0,1.0,92.169
Australian Grand Prix,VER,INTERMEDIATE,19.0,19.4,16.0,1.0,91.939
Australian Grand Prix,VER,INTERMEDIATE,20.0,19.4,16.0,1.0,91.598
Australian Grand Prix,VER,INTERMEDIATE,21.0,19.4,16.0,1.0,91.177
Australian Grand Prix,VER,INTERMEDIATE,22.0,19.2,16.0,1.0,91.04
Australian Grand Prix,VER,INTERMEDIATE,23.0,19.2,15.9,1.0,90.686
Australian Grand Prix,VER,INTERMEDIATE,24.0,19.2,15.9,1.0,90.978
Australian Grand Prix,VER,INTERMEDIATE,25.0,19.2,15.7,1.0,90.845
Australian Grand Prix,VER,INTERMEDIATE,26.0,19.2,15.7,1.0,90.293
Australian Grand Prix,VER,INTERMEDIATE,27.0,19.2,15.8,0.0,89.731
Australian Grand Prix,VER,INTERMEDIATE,28.0,19.1,15.7,0.0,89.411
Australian Grand Prix,VER,INTERMEDIATE,29.0,19.1,15.7,0.0,89.043
Australian Grand Prix,VER,INTERMEDIATE,30.0,19.1,15.7,0.0,88.237
Australian Grand Prix,VER,INTERMEDIATE,31.0,19.1,15.7,0.0,88.127
Australian Grand Prix,VER,INTERMEDIATE,32.0,19.1,15.8,0.0,88.208
Australian Grand Prix,VER,MEDIUM,8.0,19.3,16.5,0.0,85.317
Australian Grand Prix,VER,MEDIUM,9.0,19.3,16.6,0.0,83.081
Australian Grand Prix,VER,INTERMEDIATE,6.0,18.7,15.1,0.0,93.864
Australian Grand Prix,VER,INTERMEDIATE,7.0,18.7,15.2,0.0,90.859
Australian Grand Prix,VER,INTERMEDIATE,8.0,18.7,15.6,0.0,89.1
Australian Grand Prix,VER,INTERMEDIATE,9.0,18.7,15.8,0.0,88.538
Australian Grand Prix,VER,INTERMEDIATE,10.0,18.7,16.0,0.0,87.921
Australian Grand Prix,VER,INTERMEDIATE,11.0,18.7,16.1,0.0,87.4
Australian Grand Prix,GAS,INTERMEDIATE,8.0,19.1,15.9,0.0,98.441
Australian Grand Prix,GAS,INTERMEDIATE,9.0,19.1,15.9,0.0,96.062
Australian Grand Prix,GAS,INTERMEDIATE,10.0,19.1,15.9,0.0,95.527
Australian Grand Prix,GAS,INTERMEDIATE,11.0,19.1,15.9,0.0,94.702
Australian Grand Prix,GAS,INTERMEDIATE,12.0,19.3,16.0,0.0,94.227
Australian Grand Prix,GAS,INTERMEDIATE,13.0,19.3,16.0,0.0,93.275
Australian Grand Prix,GAS,INTERMEDIATE,14.0,19.3,16.0,1.0,92.859
Australian Grand Prix,GAS,INTERMEDIATE,15.0,19.3,16.0,1.0,92.744
Australian Grand Prix,GAS,INTERMEDIATE,16.0,19.3,16.0,1.0,92.445
Australian Grand Prix,GAS,INTERMEDIATE,17.0,19.4,16.1,1.0,92.795
Australian Grand Prix,GAS,INTERMEDIATE,18.0,19.4,16.0,1.0,93.124
Australian Grand Prix,GAS,INTERMEDIATE,19.0,19.4,16.1,1.0,92.462
Australian Grand Prix,GAS,INTERMEDIATE,20.0,19.4,16.0,1.0,92.327
Australian Grand Prix,GAS,INTERMEDIATE,21.0,19.4,16.0,1.0,92.323
Australian Grand Prix,GAS,INTERMEDIATE,22.0,19.2,16.0,1.0,92.355
Australian Grand Prix,GAS,INTERMEDIATE,23.0,19.2,15.9,1.0,92.438
Australian Grand Prix,GAS,INTERMEDIATE,24.0,19.2,15.8,1.0,92.035
Australian Grand Prix,GAS,INTERMEDIATE,25.0,19.2,15.7,1.0,91.622
Australian Grand Prix,GAS,INTERMEDIATE,26.0,19.2,15.7,1.0,90.928
Australian Grand Prix,GAS,INTERMEDIATE,27.0,19.2,15.8,1.0,90.635
Australian Grand Prix,GAS,INTERMEDIATE,28.0,19.1,15.7,1.0,90.382
Australian Grand Prix,GAS,INTERMEDIATE,29.0,19.1,15.7,0.0,90.051
Australian Grand Prix,GAS,INTERMEDIATE,30.0,19.1,15.7,0.0,90.124
Australian Grand Prix,GAS,INTERMEDIATE,31.0,19.1,15.8,0.0,89.299
Australian Grand Prix,GAS,INTERMEDIATE,32.0,19.1,15.8,0.0,89.383
Australian Grand Prix,GAS,HARD,9.0,19.3,16.5,0.0,87.942
Australian Grand Prix,GAS,HARD,10.0,19.3,16.6,0.0,85.02
Australian Grand Prix,GAS,INTERMEDIATE,6.0,18.7,15.1,0.0,96.326
Australian Grand Prix,GAS,INTERMEDIATE,7.0,18.7,15.2,0.0,92.297
Australian Grand Prix,GAS,INTERMEDIATE,8.0,18.7,15.6,0.0,94.967
Australian Grand Prix,GAS,INTERMEDIATE,9.0,18.7,15.8,0.0,92.316
Australian Grand Prix,GAS,INTERMEDIATE,10.0,18.7,16.0,0.0,90.866
Australian Grand Prix,GAS,INTERMEDIATE,11.0,18.7,16.1,0.0,91.312
Australian Grand Prix,ANT,INTERMEDIATE,8.0,19.1,15.9,0.0,98.729
Australian Grand Prix,ANT,INTERMEDIATE,9.0,19.1,15.9,0.0,96.312
Australian Grand Prix,ANT,INTERMEDIATE,10.0,19.1,15.9,0.0,95.27
Australian Grand Prix,ANT,INTERMEDIATE,11.0,19.1,15.9,0.0,94.678
Australian Grand Prix,ANT,INTERMEDIATE,12.0,19.3,16.0,0.0,95.385
Australian Grand Prix,ANT,INTERMEDIATE,13.0,19.3,16.0,0.0,93.697
Australian Grand Prix,ANT,INTERMEDIATE,14.0,19.3,16.0,1.0,93.802
Australian Grand Prix,ANT,INTERMEDIATE,15.0,19.3,16.0,1.0,92.212
Australian Grand Prix,ANT,INTERMEDIATE,16.0,19.3,16.0,1.0,97.326
Australian Grand Prix,ANT,INTERMEDIATE,17.0,19.4,16.1,1.0,92.312
Australian Grand Prix,ANT,INTERMEDIATE,18.0,19.4,16.0,1.0,92.181
Australian Grand Prix,ANT,INTERMEDIATE,19.0,19.4,16.1,1.0,91.942
Australian Grand Prix,ANT,INTERMEDIATE,20.0,19.4,16.0,1.0,91.319
Australian Grand Prix,ANT,INTERMEDIATE,21.0,19.4,16.0,1.0,91.042
Australian Grand Prix,ANT,INTERMEDIATE,22.0,19.2,15.9,1.0,91.887
Australian Grand Prix,ANT,INTERMEDIATE,23.0,19.2,15.9,1.0,91.324
Australian Grand Prix,ANT,INTERMEDIATE,24.0,19.2,15.8,1.0,90.822
Australian Grand Prix,ANT,INTERMEDIATE,25.0,19.2,15.7,1.0,90.706
Australian Grand Prix,ANT,INTERMEDIATE,26.0,19.2,15.7,1.0,91.299
Australian Grand Prix,ANT,INTERMEDIATE,27.0,19.2,15.8,1.0,90.463
Australian Grand Prix,ANT,INTERMEDIATE,28.0,19.1,15.7,1.0,90.716
Australian Grand Prix,ANT,INTERMEDIATE,29.0,19.1,15.7,0.0,89.919
Australian Grand Prix,ANT,INTERMEDIATE,30.0,19.1,15.7,0.0,89.794
Australian Grand Prix,ANT,INTERMEDIATE,31.0,19.1,15.8,0.0,89.245
Australian Grand Prix,ANT,INTERMEDIATE,32.0,19.1,15.8,0.0,89.032
Australian Grand Prix,ANT,HARD,9.0,19.3,16.5,0.0,87.505
Australian Grand Prix,ANT,HARD,10.0,19.3,16.6,0.0,84.901
Australian Grand Prix,ANT,INTERMEDIATE,2.0,19.3,15.9,1.0,90.78
Australian Grand Prix,ANT,INTERMEDIATE,8.0,18.7,15.1,1.0,95.008
Australian Grand Prix,ANT,INTERMEDIATE,9.0,18.7,15.2,1.0,91.398
Australian Grand Prix,ANT,INTERMEDIATE,10.0,18.7,15.6,0.0,90.562
Australian Grand Prix,ANT,INTERMEDIATE,11.0,18.7,15.8,0.0,90.602
Australian Grand Prix,ANT,INTERMEDIATE,12.0,18.7,16.0,0.0,88.149
Australian Grand Prix,ANT,INTERMEDIATE,13.0,18.7,16.1,0.0,88.65
Australian Grand Prix,ALO,INTERMEDIATE,8.0,19.1,15.9,0.0,98.354
Australian Grand Prix,ALO,INTERMEDIATE,9.0,19.1,15.9,0.0,96.267
Australian Grand Prix,ALO,INTERMEDIATE,10.0,19.1,15.9,0.0,95.569
Australian Grand Prix,ALO,INTERMEDIATE,11.0,19.1,15.9,0.0,95.3
Australian Grand Prix,ALO,INTERMEDIATE,12.0,19.3,16.0,0.0,94.076
Australian Grand Prix,ALO,INTERMEDIATE,13.0,19.3,16.0,0.0,93.515
Australian Grand Prix,ALO,INTERMEDIATE,14.0,19.3,16.0,1.0,92.664
Australian Grand Prix,ALO,INTERMEDIATE,15.0,19.3,16.0,1.0,92.324
Australian Grand Prix,ALO,INTERMEDIATE,16.0,19.3,16.0,1.0,92.521
Australian Grand Prix,ALO,INTERMEDIATE,17.0,19.4,16.1,1.0,92.966
Australian Grand Prix,ALO,INTERMEDIATE,18.0,19.4,16.0,1.0,92.698
Australian Grand Prix,ALO,INTERMEDIATE,19.0,19.4,16.1,1.0,92.28
Australian Grand Prix,ALO,INTERMEDIATE,20.0,19.4,16.0,1.0,92.61
Australian Grand Prix,ALO,INTERMEDIATE,21.0,19.4,16.0,1.0,92.545
Australian Grand Prix,ALO,INTERMEDIATE,22.0,19.2,16.0,1.0,93.282
Australian Grand Prix,ALO,INTERMEDIATE,23.0,19.2,15.9,1.0,92.51
Australian Grand Prix,ALO,INTERMEDIATE,24.0,19.2,15.8,1.0,91.665
Australian Grand Prix,ALO,INTERMEDIATE,25.0,19.2,15.7,1.0,91.761
Australian Grand Prix,ALO,INTERMEDIATE,26.0,19.2,15.7,1.0,91.343
Australian Grand Prix,ALO,INTERMEDIATE,27.0,19.2,15.8,1.0,90.895
Australian Grand Prix,ALO,INTERMEDIATE,28.0,19.1,15.7,1.0,90.652
Australian Grand Prix,ALO,INTERMEDIATE,29.0,19.1,15.7,0.0,89.718
Australian Grand Prix,ALO,INTERMEDIATE,30.0,19.1,15.7,0.0,89.374
Australian Grand Prix,ALO,INTERMEDIATE,31.0,19.1,15.8,0.0,88.85
Australian Grand Prix,ALO,INTERMEDIATE,32.0,19.1,15.8,0.0,88.819
Australian Grand Prix,LEC,INTERMEDIATE,8.0,19.1,15.9,0.0,98.19
Australian Grand Prix,LEC,INTERMEDIATE,9.0,19.1,15.9,0.0,94.933
Australian Grand Prix,LEC,INTERMEDIATE,10.0,19.1,15.9,0.0,93.539
Australian Grand Prix,LEC,INTERMEDIATE,11.0,19.1,15.9,0.0,94.251
Australian Grand Prix,LEC,INTERMEDIATE,12.0,19.3,16.0,0.0,93.536
Australian Grand Prix,LEC,INTERMEDIATE,13.0,19.3,15.9,0.0,92.198
Australian Grand Prix,LEC,INTERMEDIATE,14.0,19.3,16.0,1.0,92.448
Australian Grand Prix,LEC,INTERMEDIATE,15.0,19.3,16.0,1.0,91.846
Australian Grand Prix,LEC,INTERMEDIATE,16.0,19.3,16.0,1.0,91.832
Australian Grand Prix,LEC,INTERMEDIATE,17.0,19.4,16.1,1.0,92.502
Australian Grand Prix,LEC,INTERMEDIATE,18.0,19.4,16.0,1.0,92.614
Australian Grand Prix,LEC,INTERMEDIATE,19.0,19.4,16.1,1.0,91.861
Australian Grand Prix,LEC,INTERMEDIATE,20.0,19.4,16.0,1.0,91.756
Australian Grand Prix,LEC,INTERMEDIATE,21.0,19.4,16.0,1.0,91.159
Australian Grand Prix,LEC,INTERMEDIATE,22.0,19.2,16.0,1.0,90.695
Australian Grand Prix,LEC,INTERMEDIATE,23.0,19.2,15.9,1.0,91.551
Australian Grand Prix,LEC,INTERMEDIATE,24.0,19.2,15.9,1.0,90.732
Australian Grand Prix,LEC,INTERMEDIATE,25.0,19.2,15.7,1.0,90.251
Australian Grand Prix,LEC,INTERMEDIATE,26.0,19.2,15.7,1.0,90.34
Australian Grand Prix,LEC,INTERMEDIATE,27.0,19.2,15.8,0.0,90.563
Australian Grand Prix,LEC,INTERMEDIATE,28.0,19.1,15.7,0.0,89.723
Australian Grand Prix,LEC,INTERMEDIATE,29.0,19.1,15.7,0.0,89.492
Australian Grand Prix,LEC,INTERMEDIATE,30.0,19.1,15.7,0.0,89.367
Australian Grand Prix,LEC,INTERMEDIATE,31.0,19.1,15.8,0.0,89.546
Australian Grand Prix,LEC,INTERMEDIATE,32.0,19.1,15.8,0.0,89.337
Australian Grand Prix,LEC,HARD,9.0,19.3,16.5,0.0,86.831
Australian Grand Prix,LEC,HARD,10.0,19.3,16.6,0.0,85.271
Australian Grand Prix,LEC,HARD,13.0,19.3,15.9,1.0,96.429
Australian Grand Prix,LEC,INTERMEDIATE,5.0,18.7,15.1,1.0,96.38
Australian Grand Prix,LEC,INTERMEDIATE,6.0,18.7,15.2,1.0,92.731
Australian Grand Prix,LEC,INTERMEDIATE,7.0,18.7,15.6,0.0,91.082
Australian Grand Prix,LEC,INTERMEDIATE,8.0,18.7,15.8,0.0,89.975
Australian Grand Prix,LEC,INTERMEDIATE,9.0,18.7,16.0,0.0,89.801
Australian Grand Prix,LEC,INTERMEDIATE,10.0,18.7,16.1,0.0,90.964
Australian Grand Prix,STR,INTERMEDIATE,4.0,19.1,15.9,0.0,98.664
Australian Grand Prix,STR,INTERMEDIATE,5.0,19.1,15.9,0.0,96.253
Australian Grand Prix,STR,INTERMEDIATE,6.0,19.1,15.9,0.0,95.14
Australian Grand Prix,STR,INTERMEDIATE,7.0,19.1,15.9,0.0,94.972
Australian Grand Prix,STR,INTERMEDIATE,8.0,19.3,16.0,0.0,94.426
Australian Grand Prix,STR,INTERMEDIATE,9.0,19.3,16.0,0.0,93.899
Australian Grand Prix,STR,INTERMEDIATE,10.0,19.3,16.0,1.0,93.097
Australian Grand Prix,STR,INTERMEDIATE,11.0,19.3,16.0,1.0,92.382
Australian Grand Prix,STR,INTERMEDIATE,12.0,19.3,16.0,1.0,92.554
Australian Grand Prix,STR,INTERMEDIATE,13.0,19.4,16.1,1.0,93.388
Australian Grand Prix,STR,INTERMEDIATE,14.0,19.4,16.0,1.0,93.631
Australian Grand Prix,STR,INTERMEDIATE,15.0,19.4,16.1,1.0,92.684
Australian Grand Prix,STR,INTERMEDIATE,16.0,19.4,16.0,1.0,92.58
Australian Grand Prix,STR,INTERMEDIATE,17.0,19.4,16.0,1.0,92.429
Australian Grand Prix,STR,INTERMEDIATE,18.0,19.2,15.9,1.0,94.269
Australian Grand Prix,STR,INTERMEDIATE,19.0,19.2,15.9,1.0,92.643
Australian Grand Prix,STR,INTERMEDIATE,20.0,19.2,15.8,1.0,92.102
Australian Grand Prix,STR,INTERMEDIATE,21.0,19.2,15.7,1.0,92.092
Australian Grand Prix,STR,INTERMEDIATE,22.0,19.2,15.7,1.0,91.547
Australian Grand Prix,STR,INTERMEDIATE,23.0,19.2,15.8,1.0,91.408
Australian Grand Prix,STR,INTERMEDIATE,24.0,19.1,15.7,1.0,90.725
Australian Grand Prix,STR,INTERMEDIATE,25.0,19.1,15.7,0.0,90.935
Australian Grand Prix,STR,INTERMEDIATE,26.0,19.1,15.7,0.0,90.853
Australian Grand Prix,STR,INTERMEDIATE,27.0,19.1,15.8,0.0,91.077
Australian Grand Prix,STR,INTERMEDIATE,28.0,19.1,15.8,0.0,90.657
Australian Grand Prix,STR,HARD,10.0,19.3,16.5,0.0,87.301
Australian Grand Prix,STR,HARD,11.0,19.3,16.6,0.0,85.538
Australian Grand Prix,STR,INTERMEDIATE,2.0,19.3,15.9,1.0,92.361
Australian Grand Prix,STR,INTERMEDIATE,8.0,18.7,15.1,1.0,95.395
Australian Grand Prix,STR,INTERMEDIATE,9.0,18.7,15.2,1.0,91.558
Australian Grand Prix,STR,INTERMEDIATE,10.0,18.7,15.6,0.0,90.794
Australian Grand Prix,STR,INTERMEDIATE,11.0,18.7,15.8,0.0,90.387
Australian Grand Prix,STR,INTERMEDIATE,12.0,18.7,16.0,0.0,90.323
Australian Grand Prix,STR,INTERMEDIATE,13.0,18.7,16.1,0.0,90.957
Australian Grand Prix,TSU,INTERMEDIATE,8.0,19.1,15.9,0.0,98.464
Australian Grand Prix,TSU,INTERMEDIATE,9.0,19.1,15.9,0.0,95.409
Australian Grand Prix,TSU,INTERMEDIATE,10.0,19.1,15.9,0.0,94.433
Australian Grand Prix,TSU,INTERMEDIATE,11.0,19.1,15.9,0.0,94.136
Australian Grand Prix,TSU,INTERMEDIATE,12.0,19.3,16.0,0.0,93.273
Australian Grand Prix,TSU,INTERMEDIATE,13.0,19.3,15.9,0.0,92.762
Australian Grand Prix,TSU,INTERMEDIATE,14.0,19.3,16.0,1.0,92.434
Australian Grand Prix,TSU,INTERMEDIATE,15.0,19.3,16.0,1.0,92.545
Australian Grand Prix,TSU,INTERMEDIATE,16.0,19.3,16.0,1.0,92.133
Australian Grand Prix,TSU,INTERMEDIATE,17.0,19.4,16.1,1.0,92.645
Australian Grand Prix,TSU,INTERMEDIATE,18.0,19.4,16.0,1.0,93.444
Australian Grand Prix,TSU,INTERMEDIATE,19.0,19.4,16.1,1.0,93.496
Australian Grand Prix,TSU,INTERMEDIATE,20.0,19.4,16.0,1.0,92.549
Australian Grand Prix,TSU,INTERMEDIATE,21.0,19.4,16.0,1.0,92.012
Australian Grand Prix,TSU,INTERMEDIATE,22.0,19.2,16.0,1.0,91.567
Australian Grand Prix,TSU,INTERMEDIATE,23.0,19.2,15.9,1.0,91.793
Australian Grand Prix,TSU,INTERMEDIATE,24.0,19.2,15.9,1.0,91.38
Australian Grand Prix,TSU,INTERMEDIATE,25.0,19.2,15.7,1.0,91.38
Australian Grand Prix,TSU,INTERMEDIATE,26.0,19.2,15.7,1.0,91.205
Australian Grand Prix,TSU,INTERMEDIATE,27.0,19.2,15.8,0.0,91.066
Australian Grand Prix,TSU,INTERMEDIATE,28.0,19.1,15.7,0.0,90.709
Australian Grand Prix,TSU,INTERMEDIATE,29.0,19.1,15.7,0.0,90.031
Australian Grand Prix,TSU,INTERMEDIATE,30.0,19.1,15.7,0.0,90.184
Australian Grand Prix,TSU,INTERMEDIATE,31.0,19.1,15.8,0.0,90.082
Australian Grand Prix,TSU,INTERMEDIATE,32.0,19.1,15.8,0.0,90.492
Australian Grand Prix,TSU,MEDIUM,9.0,19.3,16.5,0.0,87.146
Australian Grand Prix,TSU,MEDIUM,10.0,19.3,16.6,0.0,84.194
Australian Grand Prix,TSU,MEDIUM,13.0,19.3,15.9,1.0,100.978
Australian Grand Prix,TSU,INTERMEDIATE,5.0,18.7,15.1,1.0,97.809
Australian Grand Prix,TSU,INTERMEDIATE,6.0,18.7,15.2,1.0,94.836
Australian Grand Prix,TSU,INTERMEDIATE,7.0,18.7,15.6,0.0,92.363
Australian Grand Prix,TSU,INTERMEDIATE,8.0,18.7,15.8,0.0,91.891
Australian Grand Prix,TSU,INTERMEDIATE,9.0,18.7,16.0,0.0,91.524
Australian Grand Prix,TSU,INTERMEDIATE,10.0,18.7,16.1,0.0,91.511
Australian Grand Prix,ALB,INTERMEDIATE,6.0,19.1,15.9,0.0,98.281
Australian Grand Prix,ALB,INTERMEDIATE,7.0,19.1,15.9,0.0,96.3
Australian Grand Prix,ALB,INTERMEDIATE,8.0,19.1,15.9,0.0,94.494
Australian Grand Prix,ALB,INTERMEDIATE,9.0,19.1,15.9,0.0,94.206
Australian Grand Prix,ALB,INTERMEDIATE,10.0,19.3,16.0,0.0,93.713
Australian Grand Prix,ALB,INTERMEDIATE,11.0,19.3,15.9,0.0,93.153
Australian Grand Prix,ALB,INTERMEDIATE,12.0,19.3,16.0,1.0,92.717
Australian Grand Prix,ALB,INTERMEDIATE,13.0,19.3,16.0,1.0,92.733
Australian Grand Prix,ALB,INTERMEDIATE,14.0,19.3,16.0,1.0,92.464
Australian Grand Prix,ALB,INTERMEDIATE,15.0,19.4,16.1,1.0,93.088
Australian Grand Prix,ALB,INTERMEDIATE,16.0,19.4,16.0,1.0,92.981
Australian Grand Prix,ALB,INTERMEDIATE,17.0,19.4,16.1,1.0,93.051
Australian Grand Prix,ALB,INTERMEDIATE,18.0,19.4,16.0,1.0,92.356
Australian Grand Prix,ALB,INTERMEDIATE,19.0,19.4,16.0,1.0,92.036
Australian Grand Prix,ALB,INTERMEDIATE,20.0,19.2,16.0,1.0,92.053
Australian Grand Prix,ALB,INTERMEDIATE,21.0,19.2,15.9,1.0,91.75
Australian Grand Prix,ALB,INTERMEDIATE,22.0,19.2,15.9,1.0,91.868
Australian Grand Prix,ALB,INTERMEDIATE,23.0,19.2,15.7,1.0,91.014
Australian Grand Prix,ALB,INTERMEDIATE,24.0,19.2,15.7,1.0,91.309
Australian Grand Prix,ALB,INTERMEDIATE,25.0,19.2,15.8,1.0,90.452
Australian Grand Prix,ALB,INTERMEDIATE,26.0,19.1,15.7,1.0,90.332
Australian Grand Prix,ALB,INTERMEDIATE,27.0,19.1,15.7,0.0,90.023
Australian Grand Prix,ALB,INTERMEDIATE,28.0,19.1,15.7,0.0,89.628
Australian Grand Prix,ALB,INTERMEDIATE,29.0,19.1,15.8,0.0,90.053
Australian Grand Prix,ALB,INTERMEDIATE,30.0,19.1,15.8,0.0,90.186
Australian Grand Prix,ALB,MEDIUM,9.0,19.3,16.5,0.0,87.127
Australian Grand Prix,ALB,MEDIUM,10.0,19.3,16.6,0.0,84.597
Australian Grand Prix,ALB,INTERMEDIATE,2.0,19.3,15.9,1.0,92.795
Australian Grand Prix,ALB,INTERMEDIATE,8.0,18.7,15.1,1.0,94.996
Australian Grand Prix,ALB,INTERMEDIATE,9.0,18.7,15.2,1.0,91.917
Australian Grand Prix,ALB,INTERMEDIATE,10.0,18.7,15.6,0.0,90.587
Australian Grand Prix,ALB,INTERMEDIATE,11.0,18.7,15.8,0.0,90.301
Australian Grand Prix,ALB,INTERMEDIATE,12.0,18.7,16.0,0.0,90.298
Australian Grand Prix,ALB,INTERMEDIATE,13.0,18.7,16.1,0.0,89.944
Australian Grand Prix,HUL,INTERMEDIATE,8.0,19.1,15.9,0.0,98.959
Australian Grand Prix,HUL,INTERMEDIATE,9.0,19.1,15.9,0.0,96.51
Australian Grand Prix,HUL,INTERMEDIATE,10.0,19.1,15.9,0.0,95.044
Australian Grand Prix,HUL,INTERMEDIATE,11.0,19.1,15.9,0.0,94.99
Australian Grand Prix,HUL,INTERMEDIATE,12.0,19.3,16.0,0.0,94.989
Australian Grand Prix,HUL,INTERMEDIATE,13.0,19.3,16.0,0.0,94.064
Australian Grand Prix,HUL,INTERMEDIATE,14.0,19.3,16.0,1.0,95.018
Australian Grand Prix,HUL,INTERMEDIATE,15.0,19.3,16.0,1.0,93.611
Australian Grand Prix,HUL,INTERMEDIATE,16.0,19.3,16.0,1.0,93.856
Australian Grand Prix,HUL,INTERMEDIATE,17.0,19.4,16.1,1.0,94.817
Australian Grand Prix,HUL,INTERMEDIATE,18.0,19.4,16.0,1.0,93.796
Australian Grand Prix,HUL,INTERMEDIATE,19.0,19.4,16.1,1.0,93.52
Australian Grand Prix,HUL,INTERMEDIATE,20.0,19.4,16.0,1.0,93.867
Australian Grand Prix,HUL,INTERMEDIATE,21.0,19.4,16.0,1.0,93.22
Australian Grand Prix,HUL,INTERMEDIATE,22.0,19.2,15.9,1.0,93.185
Australian Grand Prix,HUL,INTERMEDIATE,23.0,19.2,15.9,1.0,92.765
Australian Grand Prix,HUL,INTERMEDIATE,24.0,19.2,15.8,1.0,92.469
Australian Grand Prix,HUL,INTERMEDIATE,25.0,19.2,15.7,1.0,91.975
Australian Grand Prix,HUL,INTERMEDIATE,26.0,19.2,15.7,1.0,91.81
Australian Grand Prix,HUL,INTERMEDIATE,27.0,19.2,15.8,1.0,91.118
Australian Grand Prix,HUL,INTERMEDIATE,28.0,19.1,15.7,1.0,90.801
Australian Grand Prix,HUL,INTERMEDIATE,29.0,19.1,15.7,0.0,90.378
Australian Grand Prix,HUL,INTERMEDIATE,30.0,19.1,15.7,0.0,90.691
Australian Grand Prix,HUL,INTERMEDIATE,31.0,19.1,15.8,0.0,90.071
Australian Grand Prix,HUL,INTERMEDIATE,32.0,19.1,15.8,0.0,90.109
Australian Grand Prix,HUL,MEDIUM,9.0,19.3,16.5,0.0,87.472
Australian Grand Prix,HUL,MEDIUM,10.0,19.3,16.6,0.0,85.243
Australian Grand Prix,HUL,INTERMEDIATE,2.0,19.3,15.9,1.0,91.21
Australian Grand Prix,HUL,INTERMEDIATE,8.0,18.7,15.1,1.0,95.935
Australian Grand Prix,HUL,INTERMEDIATE,9.0,18.7,15.2,1.0,91.815
Australian Grand Prix,HUL,INTERMEDIATE,10.0,18.7,15.6,0.0,90.994
Australian Grand Prix,HUL,INTERMEDIATE,11.0,18.7,15.8,0.0,90.437
Australian Grand Prix,HUL,INTERMEDIATE,12.0,18.7,16.0,0.0,90.36
Australian Grand Prix,HUL,INTERMEDIATE,13.0,18.7,16.1,0.0,90.86
Australian Grand Prix,LAW,INTERMEDIATE,7.0,19.1,15.9,0.0,100.582
Australian Grand Prix,LAW,INTERMEDIATE,8.0,19.1,15.9,0.0,98.439
Australian Grand Prix,LAW,INTERMEDIATE,9.0,19.1,15.9,0.0,96.614
Australian Grand Prix,LAW,INTERMEDIATE,10.0,19.1,16.0,0.0,95.174
Australian Grand Prix,LAW,INTERMEDIATE,11.0,19.3,16.0,0.0,94.064
Australian Grand Prix,LAW,INTERMEDIATE,12.0,19.3,16.0,0.0,94.316
Australian Grand Prix,LAW,INTERMEDIATE,13.0,19.3,16.0,1.0,93.617
Australian Grand Prix,LAW,INTERMEDIATE,14.0,19.3,16.0,1.0,93.502
Australian Grand Prix,LAW,INTERMEDIATE,15.0,19.3,16.0,1.0,93.915
Australian Grand Prix,LAW,INTERMEDIATE,16.0,19.4,16.1,1.0,94.575
Australian Grand Prix,LAW,INTERMEDIATE,17.0,19.4,16.0,1.0,95.002
Australian Grand Prix,LAW,INTERMEDIATE,18.0,19.4,16.1,1.0,94.695
Australian Grand Prix,LAW,INTERMEDIATE,19.0,19.4,16.0,1.0,93.497
Australian Grand Prix,LAW,INTERMEDIATE,20.0,19.4,16.0,1.0,92.883
Australian Grand Prix,LAW,INTERMEDIATE,21.0,19.2,15.9,1.0,92.08
Australian Grand Prix,LAW,INTERMEDIATE,22.0,19.2,15.9,1.0,92.622
Australian Grand Prix,LAW,INTERMEDIATE,23.0,19.2,15.8,1.0,92.155
Australian Grand Prix,LAW,INTERMEDIATE,24.0,19.2,15.7,1.0,91.959
Australian Grand Prix,LAW,INTERMEDIATE,25.0,19.2,15.7,1.0,91.129
Australian Grand Prix,LAW,INTERMEDIATE,26.0,19.1,15.7,1.0,91.094
Australian Grand Prix,LAW,INTERMEDIATE,27.0,19.1,15.7,1.0,91.084
Australian Grand Prix,LAW,INTERMEDIATE,28.0,19.1,15.7,0.0,90.803
Australian Grand Prix,LAW,INTERMEDIATE,29.0,19.1,15.7,0.0,91.312
Australian Grand Prix,LAW,INTERMEDIATE,30.0,19.1,15.8,0.0,91.649
Australian Grand Prix,LAW,INTERMEDIATE,31.0,19.1,15.8,0.0,93.76
