Track,Driver,Compound,TireAge,TrackTemp,AirTemp,Rainfall,LapTime_s
Monaco Grand Prix,LAW,MEDIUM,6.0,42.0,21.9,0.0,81.542
Monaco Grand Prix,LAW,MEDIUM,7.0,43.1,22.0,0.0,81.507
Monaco Grand Prix,LAW,MEDIUM,12.0,43.7,22.5,0.0,79.771
Monaco Grand Prix,LAW,MEDIUM,13.0,44.0,22.3,0.0,79.391
Monaco Grand Prix,LAW,MEDIUM,14.0,44.0,22.4,0.0,79.572
Monaco Grand Prix,LAW,MEDIUM,15.0,44.3,22.5,0.0,80.161
Monaco Grand Prix,LAW,MEDIUM,16.0,45.2,22.5,0.0,80.692
Monaco Grand Prix,LAW,MEDIUM,17.0,45.2,22.6,0.0,80.979
Monaco Grand Prix,LAW,MEDIUM,18.0,44.5,22.8,0.0,80.225
Monaco Grand Prix,LAW,MEDIUM,19.0,44.5,22.8,0.0,79.333
Monaco Grand Prix,LAW,MEDIUM,20.0,44.0,22.6,0.0,77.398
Monaco Grand Prix,LAW,MEDIUM,21.0,44.0,22.4,0.0,77.057
Monaco Grand Prix,LAW,MEDIUM,22.0,43.8,22.4,0.0,76.734
Monaco Grand Prix,LAW,MEDIUM,23.0,43.1,22.5,0.0,76.784
Monaco Grand Prix,LAW,MEDIUM,24.0,43.2,22.3,0.0,76.712
Monaco Grand Prix,LAW,MEDIUM,25.0,43.8,22.4,0.0,77.59
Monaco Grand Prix,LAW,MEDIUM,26.0,43.6,22.3,0.0,77.456
Monaco Grand Prix,LAW,MEDIUM,27.0,43.6,22.4,0.0,77.04
Monaco Grand Prix,LAW,MEDIUM,28.0,43.6,22.4,0.0,76.902
Monaco Grand Prix,LAW,MEDIUM,29.0,43.3,22.5,0.0,76.74
Monaco Grand Prix,LAW,MEDIUM,30.0,43.7,22.5,0.0,76.607
Monaco Grand Prix,LAW,SOFT,5.0,43.2,22.6,0.0,78.285
Monaco Grand Prix,LAW,SOFT,6.0,43.2,22.6,0.0,76.425
Monaco Grand Prix,LAW,SOFT,7.0,43.6,22.5,0.0,75.942
Monaco Grand Prix,LAW,SOFT,8.0,43.7,22.5,0.0,80.271
Monaco Grand Prix,LAW,SOFT,10.0,43.2,22.8,0.0,75.964
Monaco Grand Prix,LAW,SOFT,11.0,43.2,22.7,0.0,75.8
Monaco Grand Prix,LAW,HARD,3.0,42.9,22.6,0.0,76.743
Monaco Grand Prix,LAW,HARD,4.0,42.7,22.5,0.0,75.931
Monaco Grand Prix,LAW,HARD,5.0,43.4,22.5,0.0,75.958
Monaco Grand Prix,LAW,HARD,6.0,43.2,22.5,0.0,75.605
Monaco Grand Prix,LAW,HARD,7.0,43.2,22.5,0.0,75.476
Monaco Grand Prix,LAW,HARD,8.0,42.4,22.5,0.0,75.461
Monaco Grand Prix,LAW,HARD,9.0,42.3,22.5,0.0,75.418
Monaco Grand Prix,LAW,HARD,10.0,42.2,22.5,0.0,75.567
Monaco Grand Prix,LAW,HARD,11.0,42.2,22.6,0.0,75.479
Monaco Grand Prix,LAW,HARD,12.0,42.2,22.5,0.0,75.399
Monaco Grand Prix,LAW,HARD,13.0,42.2,22.5,0.0,75.377
Monaco Grand Prix,LAW,HARD,14.0,42.2,22.4,0.0,75.356
Monaco Grand Prix,LAW,HARD,15.0,42.2,22.5,0.0,75.321
Monaco Grand Prix,LAW,HARD,16.0,42.9,22.6,0.0,75.597
Monaco Grand Prix,LAW,HARD,17.0,43.9,22.6,0.0,76.96
Monaco Grand Prix,LAW,HARD,18.0,43.9,22.7,0.0,76.583
Monaco Grand Prix,LAW,HARD,19.0,43.9,22.8,0.0,77.684
Monaco Grand Prix,LAW,HARD,20.0,42.2,22.5,0.0,76.772
Monaco Grand Prix,LAW,HARD,21.0,42.5,22.5,0.0,76.672
Monaco Grand Prix,LAW,HARD,22.0,42.5,22.5,0.0,76.173
Monaco Grand Prix,LAW,HARD,23.0,43.0,22.6,0.0,76.864
Monaco Grand Prix,LAW,HARD,24.0,42.8,22.8,0.0,77.611
Monaco Grand Prix,LAW,HARD,25.0,42.8,22.8,0.0,77.155
Monaco Grand Prix,LAW,HARD,26.0,43.1,22.7,0.0,79.159
Monaco Grand Prix,LAW,HARD,27.0,42.7,22.5,0.0,76.955
Monaco Grand Prix,LAW,HARD,28.0,41.7,22.5,0.0,77.409
Monaco Grand Prix,LAW,HARD,29.0,41.3,22.4,0.0,77.363
Monaco Grand Prix,LAW,HARD,30.0,41.8,22.4,0.0,77.136
Monaco Grand Prix,LAW,HARD,31.0,42.2,22.5,0.0,76.905
Monaco Grand Prix,LAW,HARD,32.0,42.3,22.5,0.0,77.053
Monaco Grand Prix,LAW,HARD,33.0,42.7,22.6,0.0,76.392
Monaco Grand Prix,LAW,HARD,34.0,41.8,22.3,0.0,76.597
Monaco Grand Prix,LAW,HARD,35.0,41.6,22.3,0.0,77.066
Monaco Grand Prix,LAW,HARD,36.0,41.3,22.2,0.0,76.757
Monaco Grand Prix,LAW,HARD,37.0,41.3,22.3,0.0,76.028
Monaco Grand Prix,LAW,HARD,38.0,41.7,22.4,0.0,76.63
Monaco Grand Prix,OCO,MEDIUM,5.0,41.3,22.0,0.0,80.666
Monaco Grand Prix,OCO,MEDIUM,6.0,42.0,21.9,0.0,80.506
Monaco Grand Prix,OCO,MEDIUM,7.0,43.1,22.0,0.0,80.545
Monaco Grand Prix,OCO,MEDIUM,12.0,43.7,22.6,0.0,77.358
Monaco Grand Prix,OCO,MEDIUM,13.0,44.0,22.3,0.0,77.241
Monaco Grand Prix,OCO,MEDIUM,14.0,44.0,22.4,0.0,76.453
Monaco Grand Prix,OCO,MEDIUM,15.0,44.0,22.4,0.0,76.577
Monaco Grand Prix,OCO,MEDIUM,6.0,44.9,22.7,0.0,75.774
Monaco Grand Prix,OCO,MEDIUM,7.0,44.5,22.8,0.0,76.74
Monaco Grand Prix,OCO,MEDIUM,8.0,44.0,22.6,0.0,76.599
Monaco Grand Prix,OCO,MEDIUM,9.0,44.0,22.5,0.0,77.503
Monaco Grand Prix,OCO,MEDIUM,10.0,43.8,22.4,0.0,78.5
Monaco Grand Prix,OCO,MEDIUM,11.0,43.1,22.5,0.0,78.075
Monaco Grand Prix,OCO,MEDIUM,12.0,43.2,22.3,0.0,77.911
Monaco Grand Prix,OCO,MEDIUM,13.0,43.8,22.4,0.0,77.72
Monaco Grand Prix,OCO,MEDIUM,14.0,43.6,22.3,0.0,76.527
Monaco Grand Prix,OCO,MEDIUM,15.0,43.6,22.4,0.0,76.705
Monaco Grand Prix,OCO,HARD,2.0,43.7,22.5,0.0,75.796
Monaco Grand Prix,OCO,HARD,3.0,43.7,22.4,0.0,75.43
Monaco Grand Prix,OCO,HARD,4.0,43.6,22.7,0.0,75.503
Monaco Grand Prix,OCO,HARD,5.0,43.2,22.6,0.0,75.22
Monaco Grand Prix,OCO,HARD,6.0,43.1,22.5,0.0,75.157
Monaco Grand Prix,OCO,HARD,7.0,43.6,22.5,0.0,75.846
Monaco Grand Prix,OCO,HARD,8.0,43.7,22.5,0.0,76.149
Monaco Grand Prix,OCO,HARD,10.0,43.5,22.6,0.0,76.298
Monaco Grand Prix,OCO,HARD,11.0,43.2,22.7,0.0,78.41
Monaco Grand Prix,OCO,HARD,12.0,43.4,22.8,0.0,76.525
Monaco Grand Prix,OCO,HARD,13.0,43.5,22.9,0.0,78.126
Monaco Grand Prix,OCO,HARD,14.0,43.7,22.9,0.0,76.24
Monaco Grand Prix,OCO,HARD,15.0,42.7,22.5,0.0,76.584
Monaco Grand Prix,OCO,HARD,16.0,43.0,22.5,0.0,77.324
Monaco Grand Prix,OCO,HARD,17.0,43.4,22.5,0.0,78.452
Monaco Grand Prix,OCO,HARD,18.0,43.2,22.5,0.0,77.007
Monaco Grand Prix,OCO,HARD,19.0,42.4,22.5,0.0,77.341
Monaco Grand Prix,OCO,HARD,20.0,42.4,22.5,0.0,78.068
Monaco Grand Prix,OCO,HARD,21.0,42.2,22.5,0.0,78.235
Monaco Grand Prix,OCO,HARD,22.0,42.2,22.6,0.0,77.902
Monaco Grand Prix,OCO,HARD,23.0,42.2,22.5,0.0,78.424
Monaco Grand Prix,OCO,HARD,24.0,42.1,22.4,0.0,77.45
Monaco Grand Prix,OCO,HARD,25.0,42.2,22.4,0.0,79.133
Monaco Grand Prix,OCO,HARD,26.0,42.2,22.5,0.0,77.744
Monaco Grand Prix,OCO,HARD,27.0,42.9,22.5,0.0,78.492
Monaco Grand Prix,OCO,HARD,28.0,43.9,22.6,0.0,77.541
Monaco Grand Prix,OCO,HARD,29.0,43.9,22.7,0.0,77.871
Monaco Grand Prix,OCO,HARD,30.0,43.9,22.8,0.0,77.184
Monaco Grand Prix,OCO,HARD,31.0,42.2,22.5,0.0,77.137
Monaco Grand Prix,OCO,HARD,32.0,42.5,22.5,0.0,77.606
Monaco Grand Prix,OCO,HARD,33.0,42.5,22.5,0.0,77.644
Monaco Grand Prix,OCO,HARD,34.0,43.0,22.6,0.0,77.67
Monaco Grand Prix,OCO,HARD,35.0,42.8,22.8,0.0,78.295
Monaco Grand Prix,OCO,HARD,36.0,42.8,22.8,0.0,77.903
Monaco Grand Prix,OCO,HARD,37.0,43.1,22.7,0.0,78.271
Monaco Grand Prix,OCO,HARD,38.0,42.7,22.5,0.0,78.81
Monaco Grand Prix,OCO,HARD,39.0,41.7,22.5,0.0,77.401
Monaco Grand Prix,OCO,HARD,40.0,41.3,22.4,0.0,77.467
Monaco Grand Prix,OCO,HARD,41.0,41.8,22.4,0.0,76.985
Monaco Grand Prix,OCO,HARD,42.0,42.2,22.5,0.0,77.069
Monaco Grand Prix,OCO,HARD,43.0,42.3,22.5,0.0,76.828
Monaco Grand Prix,OCO,HARD,44.0,42.7,22.6,0.0,76.768
Monaco Grand Prix,OCO,HARD,45.0,41.8,22.3,0.0,76.652
Monaco Grand Prix,OCO,HARD,46.0,41.6,22.3,0.0,76.58
Monaco Grand Prix,OCO,HARD,47.0,41.3,22.2,0.0,76.714
Monaco Grand Prix,OCO,HARD,48.0,41.3,22.3,0.0,76.604
Monaco Grand Prix,OCO,HARD,49.0,41.7,22.4,0.0,76.747
Monaco Grand Prix,NOR,MEDIUM,5.0,41.3,22.0,0.0,78.05
Monaco Grand Prix,NOR,MEDIUM,6.0,42.0,21.9,0.0,79.172
Monaco Grand Prix,NOR,MEDIUM,7.0,43.1,22.0,0.0,78.47
Monaco Grand Prix,NOR,MEDIUM,12.0,43.7,22.6,0.0,76.3
Monaco Grand Prix,NOR,MEDIUM,13.0,44.0,22.3,0.0,75.988
Monaco Grand Prix,NOR,MEDIUM,14.0,44.0,22.4,0.0,76.122
Monaco Grand Prix,NOR,MEDIUM,15.0,44.0,22.4,0.0,75.673
Monaco Grand Prix,NOR,MEDIUM,16.0,44.3,22.5,0.0,74.914
Monaco Grand Prix,NOR,MEDIUM,17.0,45.2,22.6,0.0,74.659
Monaco Grand Prix,NOR,MEDIUM,18.0,44.9,22.7,0.0,75.28
Monaco Grand Prix,NOR,HARD,2.0,44.0,22.5,0.0,75.259
Monaco Grand Prix,NOR,HARD,3.0,44.0,22.4,0.0,74.846
Monaco Grand Prix,NOR,HARD,4.0,43.8,22.4,0.0,75.315
Monaco Grand Prix,NOR,HARD,5.0,43.2,22.3,0.0,75.22
Monaco Grand Prix,NOR,HARD,6.0,43.8,22.4,0.0,74.4
Monaco Grand Prix,NOR,HARD,7.0,43.8,22.4,0.0,74.727
Monaco Grand Prix,NOR,HARD,8.0,43.6,22.3,0.0,74.622
Monaco Grand Prix,NOR,HARD,9.0,43.7,22.4,0.0,74.618
Monaco Grand Prix,NOR,HARD,10.0,43.6,22.4,0.0,75.777
Monaco Grand Prix,NOR,HARD,11.0,43.3,22.5,0.0,77.259
Monaco Grand Prix,NOR,HARD,12.0,43.7,22.5,0.0,76.797
Monaco Grand Prix,NOR,HARD,13.0,43.7,22.5,0.0,74.711
Monaco Grand Prix,NOR,HARD,14.0,43.6,22.7,0.0,74.642
Monaco Grand Prix,NOR,HARD,15.0,43.2,22.6,0.0,74.689
Monaco Grand Prix,NOR,HARD,16.0,43.1,22.5,0.0,74.184
Monaco Grand Prix,NOR,HARD,17.0,43.6,22.5,0.0,74.785
Monaco Grand Prix,NOR,HARD,18.0,43.7,22.5,0.0,74.67
Monaco Grand Prix,NOR,HARD,20.0,43.5,22.6,0.0,74.141
Monaco Grand Prix,NOR,HARD,21.0,43.2,22.7,0.0,75.237
Monaco Grand Prix,NOR,HARD,22.0,43.4,22.8,0.0,74.026
Monaco Grand Prix,NOR,HARD,23.0,43.5,22.9,0.0,74.419
Monaco Grand Prix,NOR,HARD,24.0,43.7,22.9,0.0,74.174
Monaco Grand Prix,NOR,HARD,25.0,42.7,22.5,0.0,73.872
Monaco Grand Prix,NOR,HARD,26.0,43.0,22.5,0.0,74.384
Monaco Grand Prix,NOR,HARD,27.0,43.4,22.5,0.0,74.177
Monaco Grand Prix,NOR,HARD,28.0,43.2,22.5,0.0,74.357
Monaco Grand Prix,NOR,HARD,29.0,42.4,22.5,0.0,75.701
Monaco Grand Prix,NOR,HARD,30.0,42.4,22.5,0.0,76.684
Monaco Grand Prix,NOR,HARD,2.0,42.2,22.5,0.0,75.039
Monaco Grand Prix,NOR,HARD,3.0,42.1,22.4,0.0,75.848
Monaco Grand Prix,NOR,HARD,4.0,42.2,22.5,0.0,76.308
Monaco Grand Prix,NOR,HARD,5.0,42.2,22.5,0.0,74.993
Monaco Grand Prix,NOR,HARD,6.0,42.9,22.5,0.0,74.821
Monaco Grand Prix,NOR,HARD,7.0,42.9,22.6,0.0,74.676
Monaco Grand Prix,NOR,HARD,8.0,43.9,22.6,0.0,75.159
Monaco Grand Prix,NOR,HARD,9.0,43.9,22.8,0.0,75.107
Monaco Grand Prix,NOR,HARD,10.0,42.2,22.6,0.0,75.584
Monaco Grand Prix,NOR,HARD,11.0,42.2,22.5,0.0,75.199
Monaco Grand Prix,NOR,HARD,12.0,42.5,22.5,0.0,75.514
Monaco Grand Prix,NOR,HARD,13.0,43.0,22.6,0.0,75.301
Monaco Grand Prix,NOR,HARD,14.0,43.0,22.7,0.0,75.313
Monaco Grand Prix,NOR,HARD,15.0,42.8,22.8,0.0,75.478
Monaco Grand Prix,NOR,HARD,16.0,42.8,22.8,0.0,74.968
Monaco Grand Prix,NOR,HARD,17.0,42.7,22.6,0.0,75.007
Monaco Grand Prix,NOR,HARD,18.0,42.7,22.5,0.0,75.615
Monaco Grand Prix,NOR,HARD,19.0,41.7,22.5,0.0,75.984
Monaco Grand Prix,NOR,HARD,20.0,41.8,22.4,0.0,76.238
Monaco Grand Prix,NOR,HARD,21.0,42.6,22.5,0.0,76.362
Monaco Grand Prix,NOR,HARD,22.0,42.2,22.5,0.0,76.38
Monaco Grand Prix,NOR,HARD,23.0,42.3,22.5,0.0,76.355
Monaco Grand Prix,NOR,HARD,24.0,42.0,22.5,0.0,76.287
Monaco Grand Prix,NOR,HARD,25.0,41.8,22.3,0.0,76.405
Monaco Grand Prix,NOR,HARD,26.0,41.6,22.3,0.0,75.836
Monaco Grand Prix,NOR,HARD,27.0,41.3,22.2,0.0,75.717
Monaco Grand Prix,NOR,HARD,28.0,41.9,22.4,0.0,73.221
Monaco Grand Prix,COL,HARD,5.0,41.3,22.0,0.0,79.999
Monaco Grand Prix,COL,HARD,6.0,42.2,21.9,0.0,80.746
Monaco Grand Prix,COL,HARD,7.0,43.1,22.0,0.0,80.915
Monaco Grand Prix,COL,HARD,12.0,43.7,22.5,0.0,79.827
Monaco Grand Prix,COL,MEDIUM,9.0,44.3,22.5,0.0,75.509
Monaco Grand Prix,COL,MEDIUM,10.0,45.2,22.5,0.0,75.435
Monaco Grand Prix,COL,MEDIUM,11.0,45.2,22.6,0.0,77.547
Monaco Grand Prix,COL,MEDIUM,12.0,44.5,22.8,0.0,78.351
Monaco Grand Prix,COL,MEDIUM,13.0,44.5,22.8,0.0,78.851
Monaco Grand Prix,COL,MEDIUM,14.0,44.0,22.6,0.0,79.296
Monaco Grand Prix,COL,MEDIUM,15.0,44.0,22.4,0.0,78.214
Monaco Grand Prix,COL,MEDIUM,16.0,43.8,22.4,0.0,77.808
Monaco Grand Prix,COL,MEDIUM,17.0,43.1,22.5,0.0,77.626
Monaco Grand Prix,COL,MEDIUM,18.0,43.8,22.4,0.0,77.233
Monaco Grand Prix,COL,MEDIUM,19.0,43.8,22.4,0.0,77.209
Monaco Grand Prix,COL,MEDIUM,2.0,43.6,22.4,0.0,78.135
Monaco Grand Prix,COL,MEDIUM,3.0,43.3,22.5,0.0,75.914
Monaco Grand Prix,COL,MEDIUM,4.0,43.7,22.4,0.0,75.298
Monaco Grand Prix,COL,MEDIUM,5.0,43.7,22.5,0.0,76.007
Monaco Grand Prix,COL,MEDIUM,6.0,43.6,22.7,0.0,79.845
Monaco Grand Prix,COL,MEDIUM,7.0,43.1,22.5,0.0,78.528
Monaco Grand Prix,COL,MEDIUM,8.0,43.2,22.6,0.0,78.704
Monaco Grand Prix,COL,MEDIUM,9.0,43.6,22.5,0.0,78.67
Monaco Grand Prix,COL,MEDIUM,10.0,43.7,22.5,0.0,77.955
Monaco Grand Prix,COL,MEDIUM,12.0,43.2,22.8,0.0,78.728
Monaco Grand Prix,COL,MEDIUM,13.0,43.2,22.7,0.0,78.889
Monaco Grand Prix,COL,MEDIUM,14.0,43.5,22.9,0.0,78.443
Monaco Grand Prix,COL,MEDIUM,15.0,43.7,22.9,0.0,78.866
Monaco Grand Prix,COL,MEDIUM,16.0,42.9,22.6,0.0,77.798
Monaco Grand Prix,COL,MEDIUM,17.0,43.0,22.5,0.0,77.541
Monaco Grand Prix,COL,MEDIUM,18.0,43.4,22.5,0.0,78.439
Monaco Grand Prix,COL,MEDIUM,19.0,43.2,22.5,0.0,78.71
Monaco Grand Prix,COL,MEDIUM,20.0,43.2,22.5,0.0,80.19
Monaco Grand Prix,COL,MEDIUM,21.0,42.4,22.5,0.0,79.889
Monaco Grand Prix,COL,MEDIUM,22.0,42.3,22.5,0.0,78.24
Monaco Grand Prix,COL,MEDIUM,23.0,42.2,22.5,0.0,78.159
Monaco Grand Prix,COL,MEDIUM,24.0,42.2,22.5,0.0,79.965
Monaco Grand Prix,COL,MEDIUM,25.0,42.1,22.4,0.0,80.722
Monaco Grand Prix,COL,MEDIUM,26.0,42.2,22.5,0.0,80.423
Monaco Grand Prix,COL,MEDIUM,27.0,42.2,22.5,0.0,80.255
Monaco Grand Prix,COL,MEDIUM,28.0,42.9,22.5,0.0,78.71
Monaco Grand Prix,COL,MEDIUM,29.0,42.9,22.6,0.0,78.692
Monaco Grand Prix,COL,MEDIUM,30.0,43.9,22.7,0.0,78.489
Monaco Grand Prix,COL,MEDIUM,31.0,43.9,22.8,0.0,78.426
Monaco Grand Prix,COL,MEDIUM,32.0,42.2,22.6,0.0,78.249
Monaco Grand Prix,COL,MEDIUM,33.0,42.5,22.5,0.0,79.063
Monaco Grand Prix,COL,MEDIUM,34.0,42.5,22.5,0.0,78.687
Monaco Grand Prix,COL,MEDIUM,35.0,43.0,22.6,0.0,78.878
Monaco Grand Prix,COL,MEDIUM,36.0,42.8,22.8,0.0,78.214
Monaco Grand Prix,COL,MEDIUM,37.0,42.8,22.8,0.0,78.877
Monaco Grand Prix,COL,MEDIUM,38.0,43.1,22.7,0.0,78.379
Monaco Grand Prix,COL,MEDIUM,39.0,42.7,22.5,0.0,77.338
Monaco Grand Prix,COL,MEDIUM,40.0,41.7,22.5,0.0,77.517
Monaco Grand Prix,COL,MEDIUM,41.0,41.3,22.4,0.0,78.018
Monaco Grand Prix,COL,MEDIUM,42.0,41.8,22.4,0.0,77.1
Monaco Grand Prix,COL,MEDIUM,43.0,42.2,22.5,0.0,76.703
Monaco Grand Prix,COL,MEDIUM,44.0,42.3,22.5,0.0,76.707
Monaco Grand Prix,COL,MEDIUM,45.0,42.7,22.6,0.0,76.256
Monaco Grand Prix,COL,MEDIUM,46.0,41.8,22.3,0.0,76.135
Monaco Grand Prix,COL,MEDIUM,47.0,41.6,22.3,0.0,75.669
Monaco Grand Prix,COL,MEDIUM,48.0,41.3,22.2,0.0,75.564
Monaco Grand Prix,COL,MEDIUM,49.0,41.3,22.3,0.0,75.92
Monaco Grand Prix,COL,MEDIUM,50.0,41.7,22.4,0.0,75.435
Monaco Grand Prix,HAM,HARD,5.0,41.3,22.0,0.0,81.057
Monaco Grand Prix,HAM,HARD,6.0,42.0,21.9,0.0,80.225
Monaco Grand Prix,HAM,HARD,7.0,43.1,22.0,0.0,80.931
Monaco Grand Prix,HAM,HARD,12.0,43.7,22.6,0.0,77.53
Monaco Grand Prix,HAM,HARD,13.0,44.0,22.3,0.0,76.799
Monaco Grand Prix,HAM,HARD,14.0,44.0,22.4,0.0,76.151
Monaco Grand Prix,HAM,HARD,15.0,44.0,22.4,0.0,75.991
Monaco Grand Prix,HAM,HARD,16.0,45.2,22.5,0.0,75.941
Monaco Grand Prix,HAM,HARD,17.0,45.2,22.6,0.0,74.977
Monaco Grand Prix,HAM,HARD,3.0,44.0,22.6,0.0,75.065
Monaco Grand Prix,HAM,HARD,4.0,44.0,22.5,0.0,75.75
Monaco Grand Prix,HAM,HARD,5.0,44.0,22.4,0.0,75.003
Monaco Grand Prix,HAM,HARD,6.0,43.1,22.5,0.0,75.012
Monaco Grand Prix,HAM,HARD,7.0,43.2,22.3,0.0,75.212
Monaco Grand Prix,HAM,HARD,8.0,43.8,22.4,0.0,74.698
Monaco Grand Prix,HAM,HARD,9.0,43.8,22.4,0.0,74.804
Monaco Grand Prix,HAM,HARD,10.0,43.6,22.4,0.0,74.533
Monaco Grand Prix,HAM,HARD,11.0,43.7,22.4,0.0,75.42
Monaco Grand Prix,HAM,HARD,12.0,43.6,22.4,0.0,76.81
Monaco Grand Prix,HAM,HARD,13.0,43.3,22.5,0.0,75.884
Monaco Grand Prix,HAM,HARD,14.0,43.7,22.4,0.0,75.648
Monaco Grand Prix,HAM,HARD,15.0,43.7,22.5,0.0,75.676
Monaco Grand Prix,HAM,HARD,16.0,43.6,22.7,0.0,76.536
Monaco Grand Prix,HAM,HARD,17.0,43.2,22.6,0.0,77.566
Monaco Grand Prix,HAM,HARD,18.0,43.2,22.6,0.0,77.826
Monaco Grand Prix,HAM,HARD,19.0,43.6,22.5,0.0,77.218
Monaco Grand Prix,HAM,HARD,20.0,43.7,22.5,0.0,77.288
Monaco Grand Prix,HAM,HARD,22.0,43.2,22.8,0.0,75.446
Monaco Grand Prix,HAM,HARD,23.0,43.2,22.7,0.0,74.951
Monaco Grand Prix,HAM,HARD,24.0,43.4,22.8,0.0,75.111
Monaco Grand Prix,HAM,HARD,25.0,43.7,22.9,0.0,74.984
Monaco Grand Prix,HAM,HARD,26.0,42.9,22.6,0.0,74.854
Monaco Grand Prix,HAM,HARD,27.0,42.7,22.5,0.0,74.686
Monaco Grand Prix,HAM,HARD,28.0,43.0,22.5,0.0,74.849
Monaco Grand Prix,HAM,HARD,29.0,43.2,22.5,0.0,75.323
Monaco Grand Prix,HAM,HARD,30.0,43.2,22.5,0.0,75.703
Monaco Grand Prix,HAM,HARD,31.0,42.4,22.5,0.0,75.113
Monaco Grand Prix,HAM,HARD,32.0,42.4,22.5,0.0,75.569
Monaco Grand Prix,HAM,HARD,33.0,42.2,22.5,0.0,75.694
Monaco Grand Prix,HAM,HARD,34.0,42.2,22.6,0.0,75.559
Monaco Grand Prix,HAM,HARD,35.0,42.2,22.5,0.0,75.494
Monaco Grand Prix,HAM,HARD,36.0,42.1,22.4,0.0,76.185
Monaco Grand Prix,HAM,HARD,37.0,42.2,22.4,0.0,76.217
Monaco Grand Prix,HAM,HARD,38.0,42.2,22.5,0.0,76.657
Monaco Grand Prix,HAM,MEDIUM,5.0,43.9,22.7,0.0,78.349
Monaco Grand Prix,HAM,MEDIUM,6.0,42.2,22.6,0.0,76.686
Monaco Grand Prix,HAM,MEDIUM,7.0,42.2,22.5,0.0,75.767
Monaco Grand Prix,HAM,MEDIUM,8.0,42.5,22.5,0.0,75.431
Monaco Grand Prix,HAM,MEDIUM,9.0,42.5,22.5,0.0,74.916
Monaco Grand Prix,HAM,MEDIUM,10.0,43.0,22.7,0.0,74.193
Monaco Grand Prix,HAM,MEDIUM,11.0,42.8,22.8,0.0,76.306
Monaco Grand Prix,HAM,MEDIUM,12.0,42.8,22.8,0.0,76.238
Monaco Grand Prix,HAM,MEDIUM,13.0,43.1,22.7,0.0,76.659
Monaco Grand Prix,HAM,MEDIUM,14.0,42.7,22.5,0.0,76.016
Monaco Grand Prix,HAM,MEDIUM,15.0,41.7,22.5,0.0,75.861
Monaco Grand Prix,HAM,MEDIUM,16.0,41.3,22.4,0.0,75.585
Monaco Grand Prix,HAM,MEDIUM,17.0,41.8,22.4,0.0,75.257
Monaco Grand Prix,HAM,MEDIUM,18.0,42.2,22.5,0.0,75.088
Monaco Grand Prix,HAM,MEDIUM,19.0,42.3,22.5,0.0,74.273
Monaco Grand Prix,HAM,MEDIUM,20.0,42.7,22.6,0.0,74.09
Monaco Grand Prix,HAM,MEDIUM,21.0,42.0,22.5,0.0,75.388
Monaco Grand Prix,HAM,MEDIUM,22.0,41.6,22.3,0.0,76.317
Monaco Grand Prix,HAM,MEDIUM,23.0,41.3,22.2,0.0,76.537
Monaco Grand Prix,HAM,MEDIUM,24.0,41.3,22.3,0.0,76.522
Monaco Grand Prix,HAM,MEDIUM,25.0,41.9,22.4,0.0,77.439
Monaco Grand Prix,BOR,HARD,4.0,42.0,21.9,0.0,76.394
Monaco Grand Prix,BOR,HARD,5.0,42.2,21.9,0.0,75.757
Monaco Grand Prix,BOR,HARD,6.0,43.1,22.0,0.0,75.721
Monaco Grand Prix,BOR,HARD,11.0,43.7,22.5,0.0,77.804
Monaco Grand Prix,BOR,HARD,12.0,44.0,22.3,0.0,79.088
Monaco Grand Prix,BOR,HARD,13.0,44.0,22.4,0.0,78.481
Monaco Grand Prix,BOR,HARD,14.0,44.3,22.5,0.0,78.647
Monaco Grand Prix,BOR,HARD,15.0,45.2,22.5,0.0,80.378
Monaco Grand Prix,BOR,HARD,16.0,45.2,22.6,0.0,80.937
Monaco Grand Prix,BOR,HARD,17.0,44.5,22.8,0.0,79.222
Monaco Grand Prix,BOR,HARD,18.0,44.5,22.8,0.0,79.729
Monaco Grand Prix,BOR,HARD,19.0,44.0,22.6,0.0,79.335
Monaco Grand Prix,BOR,HARD,20.0,44.0,22.4,0.0,77.718
Monaco Grand Prix,BOR,HARD,21.0,43.8,22.4,0.0,77.664
Monaco Grand Prix,BOR,HARD,22.0,43.1,22.5,0.0,77.216
Monaco Grand Prix,BOR,HARD,23.0,43.8,22.4,0.0,77.286
Monaco Grand Prix,BOR,HARD,24.0,43.8,22.4,0.0,77.965
Monaco Grand Prix,BOR,SOFT,2.0,43.6,22.4,0.0,76.02
Monaco Grand Prix,BOR,SOFT,3.0,43.3,22.5,0.0,75.193
Monaco Grand Prix,BOR,SOFT,4.0,43.7,22.4,0.0,75.543
Monaco Grand Prix,BOR,SOFT,5.0,43.7,22.5,0.0,78.214
Monaco Grand Prix,BOR,SOFT,6.0,43.6,22.7,0.0,79.347
Monaco Grand Prix,BOR,SOFT,7.0,43.2,22.6,0.0,79.276
Monaco Grand Prix,BOR,SOFT,8.0,43.2,22.6,0.0,79.276
Monaco Grand Prix,BOR,MEDIUM,3.0,43.2,22.8,0.0,74.97
Monaco Grand Prix,BOR,MEDIUM,4.0,43.4,22.8,0.0,75.888
Monaco Grand Prix,BOR,MEDIUM,5.0,43.5,22.9,0.0,76.335
Monaco Grand Prix,BOR,MEDIUM,6.0,43.7,22.9,0.0,76.847
